,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company,model
227,Tata Zest Quadrajet 1.3 75PS XE,2015,300000,140000,Diesel,Dealer,Manual,First Owner,Tata,Tata Zest Quadrajet
228,Skoda Fabia 1.2L Diesel Ambiente,2010,180000,87000,Diesel,Dealer,Manual,Second Owner,Skoda,Skoda Fabia 1.2L
229,Maruti 800 Std,2013,170000,70000,Petrol,Individual,Manual,First Owner,Maruti,Maruti 800 Std
230,Ford Figo Petrol Titanium,2015,300000,50000,Petrol,Individual,Manual,Second Owner,Ford,Ford Figo Petrol
231,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1050000,70000,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
232,Hyundai Grand i10 1.2 CRDi Asta,2018,465000,25000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
233,Chevrolet Beat Diesel LT,2011,130000,80000,Diesel,Individual,Manual,Second Owner,Chevrolet,Chevrolet Beat Diesel
234,Datsun GO Plus T Option Petrol,2018,434999,10000,Petrol,Individual,Manual,First Owner,Datsun,Datsun GO Plus
235,Hyundai Grand i10 1.2 Kappa Asta,2018,500000,32000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
236,Maruti Omni MPI STD BSIV,2018,200000,10000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Omni MPI
237,Maruti Baleno Alpha 1.2,2017,625000,52000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Baleno Alpha
238,Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,120000,Diesel,Individual,Manual,Third Owner,Ford,Ford Fiesta Classic
239,Hyundai Elite i20 Asta Option BSIV,2019,800000,11240,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Elite i20
240,Hyundai Grand i10 CRDi Magna,2017,490000,66000,Diesel,Dealer,Manual,First Owner,Hyundai,Hyundai Grand i10
241,Maruti Ertiga SHVS ZDI,2017,880000,64000,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Ertiga SHVS
242,Hyundai Santro Xing GL Plus,2013,290000,49000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Santro Xing
243,Tata Sumo GX TC 7 Str BSIII,2006,115999,100000,Diesel,Individual,Manual,Second Owner,Tata,Tata Sumo GX
244,Renault KWID RXT,2018,360000,26500,Petrol,Individual,Manual,First Owner,Renault,Renault KWID RXT
245,Maruti 800 AC,2002,65000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
246,Maruti Vitara Brezza LDi Option,2017,685000,72000,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Vitara Brezza
247,Honda Jazz S,2009,300000,50000,Petrol,Individual,Manual,First Owner,Honda,Honda Jazz S
248,Hyundai i20 1.4 Sportz,2017,680000,44000,Diesel,Dealer,Manual,First Owner,Hyundai,Hyundai i20 1.4
249,Maruti Ertiga SHVS ZDI Plus,2017,1000000,60000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Ertiga SHVS
250,Tata Sumo SE Plus BSIII,2002,100000,120000,Diesel,Individual,Manual,First Owner,Tata,Tata Sumo SE
251,Mahindra Xylo E4,2010,160000,130000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Xylo E4
252,Maruti Swift ZDi BSIV,2017,450000,70000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift ZDi
253,Maruti Ertiga VXI,2014,600000,20000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Ertiga VXI
254,Hyundai i20 1.4 Magna ABS,2009,180000,60000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai i20 1.4
256,Maruti Alto LXi,2010,120000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
257,Hyundai Getz GL,2006,130000,80000,Petrol,Individual,Manual,Third Owner,Hyundai,Hyundai Getz GL
258,Maruti Wagon R LX BS IV,2011,160000,155000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
259,Mahindra Bolero Power Plus SLX,2019,860000,35000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Bolero Power
260,Hyundai i20 1.2 Spotz,2018,650000,20000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai i20 1.2
261,Maruti Wagon R LXI Minor,2010,100000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
262,Maruti Alto 800 VXI,2017,282000,20000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
263,Hyundai i20 Asta (o),2009,300000,50000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i20 Asta
264,Hyundai i20 Asta,2010,270000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai i20 Asta
265,Hyundai Verna 1.6 SX CRDi (O),2013,550000,29000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
266,Mahindra Xylo D2 BSIV,2013,450000,120000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Xylo D2
267,Mahindra Bolero SLX 2WD BSIII,2011,430000,70000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Bolero SLX
268,Maruti Ertiga VXI ABS,2013,350000,40000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Ertiga VXI
269,Honda Brio 1.2 E MT,2017,350000,20000,Petrol,Individual,Manual,First Owner,Honda,Honda Brio 1.2
270,Toyota Etios Liva G,2013,229999,50000,Petrol,Individual,Manual,Second Owner,Toyota,Toyota Etios Liva
271,Maruti Alto 800 LXI,2013,110000,50000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
272,Maruti Swift Dzire 1.2 Vxi BSIV,2012,395000,49000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
273,Mahindra Scorpio VLS AT 2.2 mHAWK,2011,650000,70000,Diesel,Individual,Automatic,Second Owner,Mahindra,Mahindra Scorpio VLS
274,Mahindra Bolero SLX,2011,350000,90000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Bolero SLX
275,Mahindra XUV500 W11 Option AWD,2020,1400000,25000,Diesel,Dealer,Manual,First Owner,Mahindra,Mahindra XUV500 W11
276,Tata Tiago 1.2 Revotron XZ,2018,360000,4000,Petrol,Individual,Manual,First Owner,Tata,Tata Tiago 1.2
277,Mahindra Marazzo M8 8Str,2018,1300000,10000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Marazzo M8
278,Renault Duster 110PS Diesel RxL,2015,800000,15000,Diesel,Individual,Manual,First Owner,Renault,Renault Duster 110PS
279,Hyundai EON Magna Plus,2018,229999,30000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Magna
280,Maruti Wagon R VXI,2014,315000,41000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Wagon R
281,Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,First Owner,Chevrolet,Chevrolet Spark 1.0
282,Maruti Baleno Alpha,2019,700000,16000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Baleno Alpha
283,Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON 1.0
284,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832,Petrol,Dealer,Manual,First Owner,Ford,Ford Figo Aspire
285,Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner,Ford,Ford Figo Aspire
286,Hyundai i10 Era,2009,250000,50000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i10 Era
287,Mahindra Bolero SLX,2016,585000,51000,Diesel,Dealer,Manual,First Owner,Mahindra,Mahindra Bolero SLX
288,Hyundai Verna 1.4 VTVT,2015,500000,25000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.4
289,Chevrolet Sail 1.2 LT ABS,2014,350000,30000,Petrol,Individual,Manual,First Owner,Chevrolet,Chevrolet Sail 1.2
290,Honda City i-DTEC SV,2014,495000,80000,Diesel,Dealer,Manual,First Owner,Honda,Honda City i-DTEC
291,Hyundai Grand i10 1.2 Kappa Asta,2017,500000,50000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
293,Hyundai Grand i10 1.2 Kappa Sportz Option,2013,345000,44000,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai Grand i10
294,Maruti Baleno Sigma 1.2,2015,500000,10000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Baleno Sigma
295,Tata Tiago 1.2 Revotron XZ,2019,425000,19600,Petrol,Individual,Manual,First Owner,Tata,Tata Tiago 1.2
296,Maruti Wagon R LXI,2005,80000,40000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
297,Chevrolet Beat Diesel LS,2011,106000,50000,Diesel,Individual,Manual,First Owner,Chevrolet,Chevrolet Beat Diesel
298,Maruti A-Star Vxi,2009,180000,46730,Petrol,Individual,Manual,First Owner,Maruti,Maruti A-Star Vxi
299,Datsun GO A,2015,250000,40000,Petrol,Individual,Manual,Second Owner,Datsun,Datsun GO A
300,Skoda Yeti Ambition 4WD,2011,350000,80000,Diesel,Individual,Manual,First Owner,Skoda,Skoda Yeti Ambition
301,Maruti Zen LXi BSII,2002,60000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Zen LXi
302,Hyundai Verna CRDi 1.6 EX,2018,900000,24000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna CRDi
303,Ford Aspire Titanium Diesel BSIV,2017,700000,21170,Diesel,Dealer,Manual,First Owner,Ford,Ford Aspire Titanium
304,BMW 3 Series 320d Sport,2013,2000000,167223,Diesel,Dealer,Automatic,First Owner,BMW,BMW 3 Series
305,Maruti Ertiga SHVS ZDI Plus,2017,1000000,40000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Ertiga SHVS
306,BMW X1 sDrive 20d Exclusive,2011,1375000,60000,Diesel,Individual,Automatic,First Owner,BMW,BMW X1 sDrive
307,Toyota Innova Crysta 2.4 VX MT,2016,1800000,141440,Diesel,Dealer,Manual,First Owner,Toyota,Toyota Innova Crysta
308,Chevrolet Tavera Neo 3 10 Seats BSIV,2007,160000,120000,Diesel,Individual,Manual,Third Owner,Chevrolet,Chevrolet Tavera Neo
309,Mitsubishi Outlander 2.4,2012,525000,140000,Petrol,Individual,Automatic,First Owner,Mitsubishi,Mitsubishi Outlander 2.4
311,Maruti Baleno Alpha 1.3,2019,800000,30000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Baleno Alpha
312,Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,88635,Diesel,Dealer,Manual,First Owner,Ford,Ford Figo Aspire
313,Maruti Swift Dzire VDI,2018,800000,25000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
314,Hyundai i20 1.2 Spotz,2017,575000,20000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai i20 1.2
315,Renault Duster 110PS Diesel RxZ,2012,350000,110000,Diesel,Individual,Manual,Second Owner,Renault,Renault Duster 110PS
316,Maruti Swift Vdi BSIII,2008,250000,120000,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Swift Vdi
317,Ford Endeavour Titanium 4X2,2011,600000,149674,Diesel,Dealer,Manual,Second Owner,Ford,Ford Endeavour Titanium
318,Mahindra Scorpio 2.6 Turbo 9 Str,2007,370000,100000,Diesel,Individual,Manual,Third Owner,Mahindra,Mahindra Scorpio 2.6
319,Maruti Baleno Vxi,2006,80000,120000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Baleno Vxi
320,Tata Indica DLX,2003,50000,120000,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica DLX
321,Hyundai Verna CRDi 1.6 EX,2018,900000,25000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna CRDi
322,Maruti Wagon R VXI BS IV,2014,300000,35000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
323,Tata Indica LSI,2002,125000,40000,Petrol,Individual,Manual,First Owner,Tata,Tata Indica LSI
324,Maruti Swift Dzire VDI,2015,490000,60000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
325,Toyota Etios Liva GD,2012,300000,50000,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Etios Liva
326,Tata Nano STD,2013,55000,25000,Petrol,Individual,Manual,Fourth & Above Owner,Tata,Tata Nano STD
327,Hyundai Grand i10 Sportz,2016,350000,25000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
328,Hyundai Grand i10 1.2 CRDi Asta,2019,755000,8000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
329,Maruti Ertiga SHVS VDI,2017,720000,60000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Ertiga SHVS
331,Mahindra Scorpio S7 140 BSIV,2018,1100000,20000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Scorpio S7
332,Volkswagen Polo Petrol Comfortline 1.2L,2013,400000,100000,Petrol,Individual,Manual,First Owner,Volkswagen,Volkswagen Polo Petrol
333,Hyundai Xcent 1.1 CRDi Base,2015,350000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Xcent 1.1
334,Chevrolet Beat Diesel PS,2012,159000,68000,Diesel,Dealer,Manual,First Owner,Chevrolet,Chevrolet Beat Diesel
335,Maruti Swift ZXi BSIV,2017,550000,38000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Swift ZXi
336,Maruti Ritz VDi,2013,335000,80000,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Ritz VDi
337,Tata Indigo CS Emax CNG GLX,2014,185000,72000,CNG,Dealer,Manual,First Owner,Tata,Tata Indigo CS
338,Maruti Eeco 5 STR With AC Plus HTR CNG,2012,229999,75000,CNG,Dealer,Manual,First Owner,Maruti,Maruti Eeco 5
339,Maruti Estilo LXI,2014,225000,43000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Estilo LXI
340,Maruti Swift VXI with ABS,2007,250000,120000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift VXI
341,Tata Zest Quadrajet 1.3 XM,2015,400000,100000,Diesel,Individual,Manual,First Owner,Tata,Tata Zest Quadrajet
342,Maruti Swift VDI BSIV,2014,470000,163000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
343,Maruti Alto K10 VXI AGS Optional,2018,300000,25000,Petrol,Individual,Automatic,First Owner,Maruti,Maruti Alto K10
344,Maruti Alto LX,2011,145000,25000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LX
345,Maruti SX4 Vxi BSIII,2007,100000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti SX4 Vxi
346,Mahindra Scorpio SLE BSIV,2014,500000,70000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Scorpio SLE
347,Hyundai Santro Xing GLS CNG,2010,130000,98000,CNG,Individual,Manual,Second Owner,Hyundai,Hyundai Santro Xing
348,Chevrolet Cruze LTZ,2010,240000,81925,Diesel,Individual,Manual,First Owner,Chevrolet,Chevrolet Cruze LTZ
349,Ford Figo Diesel Celebration Edition,2013,150000,80000,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
350,Renault KWID RXT Optional,2017,270000,40000,Petrol,Individual,Manual,First Owner,Renault,Renault KWID RXT
351,Maruti Swift Dzire VDI,2014,400000,90000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
352,Hyundai EON Era Plus,2012,200000,46000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
353,Mahindra XUV500 W6 2WD,2012,550000,80000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra XUV500 W6
354,Renault KWID 1.0 RXT Optional,2018,325000,35000,Petrol,Individual,Manual,First Owner,Renault,Renault KWID 1.0
355,Skoda Rapid 1.5 TDI AT Style BSIV,2017,860000,82080,Diesel,Individual,Automatic,First Owner,Skoda,Skoda Rapid 1.5
357,Chevrolet Spark 1.0,2009,125000,70000,Petrol,Individual,Manual,First Owner,Chevrolet,Chevrolet Spark 1.0
358,Maruti 800 AC,2000,60000,40000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti 800 AC
359,Chevrolet Tavera Neo 3 10 Seats BSIV,2010,300000,120000,Diesel,Individual,Manual,Third Owner,Chevrolet,Chevrolet Tavera Neo
360,Ford Fiesta 1.6 ZXi Duratec,2007,190000,60000,Petrol,Individual,Manual,Third Owner,Ford,Ford Fiesta 1.6
361,Maruti Ertiga VDI,2013,400000,110000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Ertiga VDI
362,Tata Manza Aura Quadrajet BS IV,2011,260000,97000,Diesel,Individual,Manual,Second Owner,Tata,Tata Manza Aura
363,Maruti Swift VVT VXI,2017,400000,30000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Swift VVT
364,Hyundai i20 Sportz Petrol,2010,250000,40000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i20 Sportz
365,Hyundai Grand i10 1.2 Kappa Asta,2019,600000,10000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
366,Maruti Zen Estilo VXI BSIV,2010,175000,52047,Petrol,Individual,Manual,First Owner,Maruti,Maruti Zen Estilo
368,Tata Tiago 1.2 Revotron XZA,2019,350000,15000,Petrol,Individual,Automatic,Second Owner,Tata,Tata Tiago 1.2
369,Maruti Vitara Brezza ZDi,2018,800000,50000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Vitara Brezza
370,Maruti Swift VXI BSIII,2011,250000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift VXI
371,Maruti Swift VXI BSIV,2019,600000,10000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Swift VXI
372,Maruti Swift VDI BSIV,2017,600000,90000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
373,Maruti Alto 800 LXI,2016,130000,40000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
374,Maruti Wagon R LXI,2006,90000,62009,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
375,Hyundai i20 Active 1.2 S,2017,595000,33100,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai i20 Active
376,Hyundai EON Era Plus,2014,190000,40000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai EON Era
377,Hyundai Santro GLS I - Euro I,1999,50000,120000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Santro GLS
378,Maruti Wagon R LXI Minor,2007,95000,80000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
379,Tata Safari Storme VX,2016,1000000,70000,Diesel,Individual,Manual,First Owner,Tata,Tata Safari Storme
381,Mahindra Bolero SLX,2010,400000,50000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Bolero SLX
382,Datsun GO Plus A,2015,315000,45000,Petrol,Individual,Manual,Second Owner,Datsun,Datsun GO Plus
383,Toyota Fortuner 4x4 MT,2014,1000000,110000,Diesel,Individual,Manual,First Owner,Toyota,Toyota Fortuner 4x4
384,Ford Ecosport 1.5 DV5 MT Titanium,2014,500000,49000,Diesel,Individual,Manual,First Owner,Ford,Ford Ecosport 1.5
385,Mahindra XUV500 W11 AT BSIV,2018,1600000,35000,Diesel,Individual,Automatic,First Owner,Mahindra,Mahindra XUV500 W11
386,Mahindra Supro VX 8 Str,2017,500000,160000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Supro VX
388,Maruti 800 AC,2007,105000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
389,Ford Endeavour 2.5L 4X2 MT,2008,400000,110000,Diesel,Individual,Manual,Third Owner,Ford,Ford Endeavour 2.5L
390,Maruti Wagon R LXI,2004,80000,60000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Wagon R
391,Maruti Alto 800 VXI,2016,300000,30000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
392,Mahindra KUV 100 D75 K2,2017,409999,40000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra KUV 100
393,Maruti Swift Glam,2009,250000,70000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Swift Glam
394,Tata New Safari DICOR 2.2 EX 4x2,2010,250000,120000,Diesel,Individual,Manual,Second Owner,Tata,Tata New Safari
395,Maruti Swift Dzire VDI,2012,215000,80000,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Swift Dzire
396,Toyota Fortuner 4x4 MT,2015,1400000,120000,Diesel,Individual,Manual,First Owner,Toyota,Toyota Fortuner 4x4
397,Honda Brio 1.2 VX MT,2018,475000,20000,Petrol,Individual,Manual,First Owner,Honda,Honda Brio 1.2
398,Honda Brio 1.2 VX MT,2018,475000,22000,Petrol,Individual,Manual,First Owner,Honda,Honda Brio 1.2
399,Chevrolet Spark 1.0 LS,2008,75000,35000,Petrol,Individual,Manual,Second Owner,Chevrolet,Chevrolet Spark 1.0
400,Chevrolet Sail Hatchback LS ABS,2013,200000,120000,Diesel,Individual,Manual,Second Owner,Chevrolet,Chevrolet Sail Hatchback
401,Tata Tiago NRG Petrol,2019,575000,8000,Petrol,Individual,Manual,First Owner,Tata,Tata Tiago NRG
402,Maruti Ritz VDi,2011,150000,40000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Ritz VDi
403,Maruti Vitara Brezza ZDi Plus,2018,850000,10000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Vitara Brezza
404,Hyundai Santro Era,2019,350000,30000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Santro Era
405,Ford Endeavour 2.5L 4X2 MT,2011,550000,54000,Diesel,Individual,Manual,Second Owner,Ford,Ford Endeavour 2.5L
406,Hyundai Verna 1.4 VTVT,2017,330000,80577,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.4
407,Honda City i-DTEC V,2017,1044999,25000,Diesel,Individual,Manual,First Owner,Honda,Honda City i-DTEC
408,Hyundai Verna 1.6 CRDI,2011,300000,127500,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Verna 1.6
409,Hyundai EON D Lite Plus,2015,235000,40903,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai EON D
410,Ford Figo Petrol Titanium,2011,120000,60000,Petrol,Individual,Manual,Third Owner,Ford,Ford Figo Petrol
411,Maruti Wagon R VXI,2004,130000,46000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
412,Ford Endeavour 4x4 XLT,2004,275000,22288,Diesel,Dealer,Manual,Second Owner,Ford,Ford Endeavour 4x4
414,Volkswagen Polo 1.5 TDI Highline,2015,500000,30000,Diesel,Individual,Manual,Second Owner,Volkswagen,Volkswagen Polo 1.5
415,Hyundai Grand i10 Sportz,2015,400000,61690,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai Grand i10
416,Hyundai i20 Asta 1.2,2015,600000,64484,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai i20 Asta
417,Audi Q5 2.0 TDI,2012,1350000,90000,Diesel,Individual,Automatic,Second Owner,Audi,Audi Q5 2.0
418,Renault Duster 85PS Diesel RxE,2013,400000,75976,Diesel,Dealer,Manual,Second Owner,Renault,Renault Duster 85PS
419,Ford Figo Diesel Titanium,2011,220000,70000,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
420,Honda Brio E MT,2012,300000,85962,Petrol,Dealer,Manual,Second Owner,Honda,Honda Brio E
421,Maruti Omni E MPI STD BS IV,2018,250000,120000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Omni E
422,Honda Mobilio V i DTEC,2015,600000,120000,Diesel,Individual,Manual,First Owner,Honda,Honda Mobilio V
423,Honda Brio S Option AT,2012,285000,75000,Petrol,Individual,Automatic,Second Owner,Honda,Honda Brio S
424,Honda Accord 2.4 MT,2009,350000,57035,Petrol,Dealer,Manual,First Owner,Honda,Honda Accord 2.4
425,Mahindra Bolero SLX,2011,170000,70000,Diesel,Individual,Manual,Third Owner,Mahindra,Mahindra Bolero SLX
426,Ford Figo 1.2P Ambiente MT,2015,229999,45000,Petrol,Individual,Manual,First Owner,Ford,Ford Figo 1.2P
427,Mahindra XUV500 W6 2WD,2013,500000,72104,Diesel,Dealer,Manual,Second Owner,Mahindra,Mahindra XUV500 W6
428,Tata Nano Lx,2011,75000,15000,Petrol,Individual,Manual,First Owner,Tata,Tata Nano Lx
429,Hyundai i20 Active 1.2 SX,2016,600000,30000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i20 Active
430,Tata Indigo LS Dicor,2011,220000,80000,Diesel,Individual,Manual,First Owner,Tata,Tata Indigo LS
431,Tata Indica Vista Terra 1.4 TDI,2009,150000,164000,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
432,Maruti Alto LX,2006,65000,124439,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LX
